visitorid,itemid,date_time,purchase,num_categoryid,num_parentid,dayofweek,hour,week,previous_view,previous_transaction
641007,465252,2015-05-11 17:22:31.094,0,1,1,0,17,20,0,0
371816,267441,2015-05-11 17:38:18.438,0,1,1,0,17,20,0,0
834231,53010,2015-05-11 17:43:19.465,0,1,1,0,17,20,0,0
1309591,430292,2015-05-11 17:43:56.287,1,1,1,0,17,20,1,0
1309591,181672,2015-05-11 17:43:56.287,1,1,1,0,17,20,1,0
969998,193715,2015-05-11 17:46:39.723,0,1,1,0,17,20,0,0
1127103,241061,2015-05-11 17:47:54.817,0,1,1,0,17,20,0,0
830166,270383,2015-05-11 17:50:41.633,0,1,1,0,17,20,0,0
563476,41904,2015-05-11 17:55:27.928,0,1,1,0,17,20,0,0
779492,379828,2015-05-11 17:58:39.002,0,1,1,0,17,20,0,0
888636,220844,2015-05-11 18:09:22.875,0,1,1,0,18,20,0,0
333821,147005,2015-05-11 18:12:47.748,0,1,1,0,18,20,0,0
754188,335331,2015-05-11 18:14:31.695,1,1,1,0,18,20,1,0
965165,427705,2015-05-11 18:16:53.518,0,1,1,0,18,20,0,0
865600,440222,2015-05-11 18:19:48.804,0,1,1,0,18,20,0,0
1338369,328696,2015-05-11 18:20:54.042,0,1,1,0,18,20,0,0
1227768,7943,2015-05-11 18:31:39.142,1,1,1,0,18,20,1,0
1336124,318789,2015-05-11 18:33:09.452,1,1,1,0,18,20,1,0
350566,331980,2015-05-11 18:34:34.418,1,1,1,0,18,20,1,31
350566,79956,2015-05-11 18:34:34.465,1,1,1,0,18,20,1,32
350566,252040,2015-05-11 18:34:34.465,1,1,1,0,18,20,1,32
420258,171034,2015-05-11 18:39:22.524,0,1,1,0,18,20,0,0
922324,17478,2015-05-11 18:48:04.797,0,1,1,0,18,20,0,0
1153813,167494,2015-05-11 18:50:36.953,0,1,1,0,18,20,0,0
27122,415216,2015-05-11 18:51:42.008,0,1,1,0,18,20,0,0
53842,34093,2015-05-11 18:59:57.288,1,1,1,0,18,20,1,41
484215,333566,2015-05-11 19:00:21.874,0,1,1,0,19,20,0,0
901286,163780,2015-05-11 19:00:54.861,0,1,1,0,19,20,0,0
151847,317938,2015-05-11 19:02:57.372,1,1,1,0,19,20,1,0
327455,7991,2015-05-11 19:07:26.318,0,1,1,0,19,20,0,0
1280558,212672,2015-05-11 19:08:28.463,0,2,2,0,19,20,0,0
1388563,232085,2015-05-11 19:10:15.033,1,1,1,0,19,20,1,0
1323783,250191,2015-05-11 19:17:16.451,1,1,1,0,19,20,0,0
705000,132160,2015-05-11 19:18:49.822,0,1,1,0,19,20,0,0
350566,309821,2015-05-11 19:21:07.811,1,1,1,0,19,20,1,34
1047483,81035,2015-05-11 19:21:21.800,0,1,1,0,19,20,0,0
53842,293808,2015-05-11 19:24:19.665,1,1,1,0,19,20,1,42
1292169,368533,2015-05-11 19:27:53.578,0,1,1,0,19,20,0,0
470510,86096,2015-05-11 19:29:41.483,0,1,1,0,19,20,0,0
321109,265802,2015-05-11 19:34:33.846,1,1,1,0,19,20,1,0
475843,416174,2015-05-11 19:39:48.957,0,1,1,0,19,20,0,0
1348949,126929,2015-05-11 19:40:41.202,0,1,1,0,19,20,0,0
170277,426566,2015-05-11 19:46:47.104,0,1,1,0,19,20,0,0
53842,233735,2015-05-11 19:54:45.180,1,2,2,0,19,20,0,43
1361730,159624,2015-05-11 19:56:13.702,1,1,1,0,19,20,1,0
668282,44880,2015-05-11 19:56:32.943,0,1,1,0,19,20,0,0
832776,158603,2015-05-11 20:00:17.362,0,1,1,0,20,20,0,0
222459,172894,2015-05-11 20:03:16.200,1,1,1,0,20,20,0,0
434356,320495,2015-05-11 20:09:34.701,0,1,1,0,20,20,0,0
292854,127412,2015-05-11 20:15:39.023,0,1,1,0,20,20,0,0
1384759,462206,2015-05-11 20:35:43.451,0,1,1,0,20,20,0,0
355146,379192,2015-05-11 20:36:38.188,1,1,1,0,20,20,0,0
355146,93169,2015-05-11 20:36:38.266,1,2,2,0,20,20,0,1
355146,369447,2015-05-11 20:36:38.266,1,1,1,0,20,20,1,1
1058213,461686,2015-05-11 20:36:41.707,1,1,1,0,20,20,0,0
1058213,75392,2015-05-11 20:36:41.896,1,1,1,0,20,20,1,1
1058213,32581,2015-05-11 20:36:41.896,1,1,1,0,20,20,1,1
593964,328370,2015-05-11 20:48:31.282,1,1,1,0,20,20,1,0
593964,140661,2015-05-11 20:48:31.282,1,1,1,0,20,20,1,0
350566,353111,2015-05-11 20:50:27.016,1,1,1,0,20,20,1,35
1322470,205143,2015-05-11 21:05:41.416,1,1,1,0,21,20,0,0
113493,158209,2015-05-11 21:08:47.538,0,1,1,0,21,20,0,0
869539,413462,2015-05-11 21:11:29.450,0,1,1,0,21,20,0,0
350566,394518,2015-05-11 21:21:46.433,1,1,1,0,21,20,1,36
228610,333606,2015-05-11 21:27:16.583,1,1,1,0,21,20,1,0
376837,368180,2015-05-11 21:39:35.585,1,1,1,0,21,20,1,0
883212,168215,2015-05-11 21:40:12.753,0,1,1,0,21,20,0,0
212876,414405,2015-05-11 21:56:29.167,0,1,1,0,21,20,0,0
714063,79378,2015-05-11 22:08:36.793,0,1,1,0,22,20,0,0
1307466,27010,2015-05-11 22:14:24.758,1,1,1,0,22,20,1,0
1307466,228066,2015-05-11 22:14:24.758,1,1,1,0,22,20,1,0
1307466,210639,2015-05-11 22:14:24.758,1,1,1,0,22,20,0,0
1307466,177479,2015-05-11 22:14:24.758,1,1,1,0,22,20,1,0
259928,228066,2015-05-11 22:23:10.687,0,1,1,0,22,20,0,0
1027308,369447,2015-05-11 22:34:11.982,1,1,1,0,22,20,1,0
1309751,89981,2015-05-11 22:36:30.687,0,1,1,0,22,20,0,0
20662,409055,2015-05-11 22:38:38.584,0,1,1,0,22,20,0,0
899857,419439,2015-05-11 22:38:48.264,1,1,1,0,22,20,1,15
223303,69689,2015-05-11 22:41:20.571,1,1,1,0,22,20,0,0
1027958,438731,2015-05-11 22:41:23.922,0,1,1,0,22,20,0,0
101810,148477,2015-05-11 22:41:33.498,0,1,1,0,22,20,0,0
350566,462070,2015-05-11 22:44:49.008,1,1,1,0,22,20,1,37
797928,317417,2015-05-11 22:45:55.244,0,2,2,0,22,20,0,0
1276579,143774,2015-05-11 22:58:02.731,1,1,1,0,22,20,1,0
685731,439821,2015-05-11 23:05:44.675,0,1,1,0,23,20,0,0
932903,393048,2015-05-11 23:12:25.394,0,1,1,0,23,20,0,0
722641,383767,2015-05-11 23:16:05.813,1,2,2,0,23,20,1,0
1232652,331500,2015-05-11 23:16:41.173,1,1,1,0,23,20,0,0
927838,58868,2015-05-11 23:17:35.685,1,1,1,0,23,20,1,0
350566,82232,2015-05-11 23:19:19.957,1,1,1,0,23,20,1,38
412462,46363,2015-05-11 23:19:31.579,0,1,1,0,23,20,0,0
654573,167750,2015-05-11 23:28:07.950,1,1,1,0,23,20,1,0
611362,196404,2015-05-11 23:35:28.237,1,1,1,0,23,20,0,0
867919,133814,2015-05-11 23:38:32.655,0,2,2,0,23,20,0,0
1397811,95592,2015-05-11 23:45:28.340,0,1,1,0,23,20,0,0
244723,79942,2015-05-11 23:46:38.860,0,1,1,0,23,20,0,0
899479,334273,2015-05-11 23:56:50.930,0,2,2,0,23,20,0,0
621586,150979,2015-05-11 23:59:08.349,0,1,1,0,23,20,0,0
569815,309819,2015-05-12 00:00:59.036,0,1,1,1,0,20,0,0
633764,36956,2015-05-12 00:04:27.950,0,1,1,1,0,20,0,0
681354,219687,2015-05-12 00:05:44.795,0,1,1,1,0,20,0,0
1127909,161780,2015-05-12 00:14:43.538,0,1,1,1,0,20,0,0
1109562,353664,2015-05-12 00:14:59.230,0,1,1,1,0,20,0,0
259928,111425,2015-05-12 00:16:52.436,1,1,1,1,0,20,1,0
601055,39102,2015-05-12 00:21:56.494,0,1,1,1,0,20,0,0
1099417,455372,2015-05-12 00:24:05.921,0,1,1,1,0,20,0,0
690933,431777,2015-05-12 00:41:50.022,0,1,1,1,0,20,0,0
440612,81155,2015-05-12 00:44:36.746,1,1,1,1,0,20,0,0
440612,446446,2015-05-12 00:44:36.746,1,1,1,1,0,20,1,0
1113650,327907,2015-05-12 00:45:09.985,1,1,1,1,0,20,1,0
1113650,431276,2015-05-12 00:45:10.001,1,1,1,1,0,20,1,1
438054,453309,2015-05-12 00:56:36.240,0,1,1,1,0,20,0,0
812624,59122,2015-05-12 00:57:38.439,1,1,1,1,0,20,1,0
1166783,312717,2015-05-12 01:18:50.653,1,1,1,1,1,20,1,0
1204493,79565,2015-05-12 01:21:47.222,1,1,1,1,1,20,1,0
689108,354309,2015-05-12 01:22:08.509,0,1,1,1,1,20,0,0
162385,167590,2015-05-12 01:26:46.503,1,1,1,1,1,20,1,0
1268179,167758,2015-05-12 01:36:03.822,0,1,1,1,1,20,0,0
162385,89931,2015-05-12 01:37:43.786,1,1,1,1,1,20,0,1
1100326,76615,2015-05-12 01:39:09.496,0,1,1,1,1,20,0,0
1396368,73421,2015-05-12 01:40:04.066,0,1,1,1,1,20,0,0
1386991,118557,2015-05-12 01:40:19.536,1,1,1,1,1,20,1,0
6036,174284,2015-05-12 01:44:53.343,0,1,1,1,1,20,0,0
210524,187812,2015-05-12 01:54:45.208,0,1,1,1,1,20,0,0
722375,204761,2015-05-12 01:55:06.349,1,3,3,1,1,20,1,0
1393998,144820,2015-05-12 01:55:32.983,1,1,1,1,1,20,1,0
266648,150013,2015-05-12 01:57:58.281,0,1,1,1,1,20,0,0
214985,370365,2015-05-12 02:01:39.245,1,1,1,1,2,20,1,0
752964,70035,2015-05-12 02:07:58.700,0,1,1,1,2,20,0,0
113858,179601,2015-05-12 02:09:39.846,0,1,1,1,2,20,0,0
433148,110517,2015-05-12 02:19:09.594,1,1,1,1,2,20,1,0
722512,277368,2015-05-12 02:19:30.035,1,1,1,1,2,20,1,0
756937,170473,2015-05-12 02:26:02.383,0,1,1,1,2,20,0,0
1382427,388536,2015-05-12 02:29:26.131,0,2,1,1,2,20,0,0
1165148,118856,2015-05-12 02:36:33.408,1,1,1,1,2,20,0,0
1125485,271494,2015-05-12 02:40:45.180,0,1,1,1,2,20,0,0
1383421,382702,2015-05-12 02:41:23.360,0,1,1,1,2,20,0,0
556688,166050,2015-05-12 02:43:41.528,1,2,2,1,2,20,1,0
913201,227259,2015-05-12 02:44:47.831,1,1,1,1,2,20,0,0
913201,345488,2015-05-12 02:44:47.831,1,1,1,1,2,20,0,0
1087714,21470,2015-05-12 02:44:48.898,0,1,1,1,2,20,0,0
908971,210237,2015-05-12 02:45:20.640,1,2,1,1,2,20,1,0
913201,227259,2015-05-12 02:53:59.849,1,1,1,1,2,20,1,2
913201,345488,2015-05-12 02:53:59.864,1,1,1,1,2,20,1,3
958246,270590,2015-05-12 03:03:46.660,0,1,1,1,3,20,0,0
113535,177757,2015-05-12 03:07:15.209,0,1,1,1,3,20,0,0
525509,101094,2015-05-12 03:09:18.928,0,1,1,1,3,20,0,0
150394,376998,2015-05-12 03:12:20.057,0,1,1,1,3,20,0,0
1368491,93361,2015-05-12 03:19:31.041,1,1,1,1,3,20,1,0
518244,144761,2015-05-12 03:24:48.347,0,1,1,1,3,20,0,0
355379,123374,2015-05-12 03:31:41.220,0,1,1,1,3,20,0,0
766423,370457,2015-05-12 03:34:10.707,1,1,1,1,3,20,1,0
201714,293576,2015-05-12 03:36:22.054,0,1,1,1,3,20,0,0
1168404,69599,2015-05-12 03:43:05.663,0,1,1,1,3,20,0,0
750008,316888,2015-05-12 03:49:15.035,1,1,1,1,3,20,1,0
462562,33899,2015-05-12 04:00:42.917,0,1,1,1,4,20,0,0
1313534,240068,2015-05-12 04:02:02.024,0,1,1,1,4,20,0,0
550214,455490,2015-05-12 04:07:52.575,0,1,1,1,4,20,0,0
99065,237960,2015-05-12 04:09:35.231,0,1,1,1,4,20,0,0
1162639,438999,2015-05-12 04:17:25.340,0,1,1,1,4,20,0,0
8048,393768,2015-05-12 04:30:03.375,0,1,1,1,4,20,0,0
309832,231109,2015-05-12 04:34:02.667,0,2,2,1,4,20,0,0
1034438,206109,2015-05-12 04:43:17.036,0,1,1,1,4,20,0,0
34455,149057,2015-05-12 05:07:54.947,0,1,1,1,5,20,0,0
197358,94462,2015-05-12 05:11:39.910,0,1,1,1,5,20,0,0
1216802,44743,2015-05-12 05:13:01.000,0,1,1,1,5,20,0,0
559564,369447,2015-05-12 05:15:58.071,1,1,1,1,5,20,1,0
1288093,224351,2015-05-12 05:20:54.646,0,1,1,1,5,20,0,0
1321882,325652,2015-05-12 05:32:58.489,0,1,1,1,5,20,0,0
1365819,365883,2015-05-12 05:34:12.761,0,1,1,1,5,20,0,0
350036,94296,2015-05-12 05:41:48.796,0,1,1,1,5,20,0,0
120511,118557,2015-05-12 05:43:43.520,1,1,1,1,5,20,1,0
144100,208889,2015-05-12 06:06:27.536,0,1,1,1,6,20,0,0
197548,77673,2015-05-12 06:22:54.146,1,1,1,1,6,20,1,0
343835,466008,2015-05-12 07:19:19.402,1,1,1,1,7,20,1,0
1235007,331579,2015-05-12 07:34:15.383,0,1,1,1,7,20,0,0
916061,297737,2015-05-12 07:41:15.630,0,1,1,1,7,20,0,0
794676,48987,2015-05-12 08:56:52.029,0,4,4,1,8,20,0,0
603388,21077,2015-05-12 09:34:39.272,0,1,1,1,9,20,0,0
800947,45402,2015-05-12 09:39:42.824,0,1,1,1,9,20,0,0
1101242,90823,2015-05-12 09:56:55.485,1,1,1,1,9,20,1,0
101998,287480,2015-05-12 10:29:21.329,0,1,1,1,10,20,0,0
703774,216266,2015-05-12 11:28:23.595,0,1,1,1,11,20,0,0
329385,69185,2015-05-12 11:41:54.103,0,3,3,1,11,20,0,0
713186,39759,2015-05-12 12:10:11.254,1,1,1,1,12,20,1,0
1085620,51650,2015-05-12 12:39:33.715,1,1,1,1,12,20,1,0
1190125,436203,2015-05-12 12:47:09.342,0,1,1,1,12,20,0,0
1125662,310608,2015-05-12 12:52:02.603,0,1,1,1,12,20,0,0
1028669,119467,2015-05-12 13:30:49.392,1,1,1,1,13,20,1,0
131065,366991,2015-05-12 13:32:07.653,0,1,1,1,13,20,0,0
960362,423984,2015-05-12 13:42:02.400,0,1,1,1,13,20,0,0
1032778,429775,2015-05-12 13:46:06.574,1,1,1,1,13,20,1,0
12027,357747,2015-05-12 13:58:46.727,0,1,1,1,13,20,0,0
342707,232172,2015-05-12 14:02:05.859,1,1,1,1,14,20,1,0
342707,193488,2015-05-12 14:02:05.859,1,1,1,1,14,20,1,0
626807,349047,2015-05-12 14:02:49.830,1,1,1,1,14,20,1,0
626807,105108,2015-05-12 14:09:26.780,1,1,1,1,14,20,1,1
229737,126557,2015-05-12 14:31:58.805,1,1,1,1,14,20,1,0
1340493,159624,2015-05-12 14:59:26.775,1,1,1,1,14,20,1,0
1035814,65838,2015-05-12 15:14:26.197,1,1,1,1,15,20,1,7
174121,76770,2015-05-12 15:16:42.369,0,2,1,1,15,20,0,0
1352674,238425,2015-05-12 15:16:46.354,0,1,1,1,15,20,0,0
1035814,151178,2015-05-12 15:20:04.646,1,1,1,1,15,20,1,8
1035814,137305,2015-05-12 15:20:04.646,1,1,1,1,15,20,1,8
205725,285225,2015-05-12 15:26:27.998,0,1,1,1,15,20,0,0
870323,304314,2015-05-12 15:29:27.966,1,1,1,1,15,20,1,0
870323,416253,2015-05-12 15:29:27.966,1,1,1,1,15,20,1,0
870323,446167,2015-05-12 15:29:27.966,1,1,1,1,15,20,1,0
138131,376934,2015-05-12 15:40:15.674,1,1,1,1,15,20,1,15
1327286,401139,2015-05-12 15:42:56.304,0,1,1,1,15,20,0,0
950561,60190,2015-05-12 15:43:02.815,0,1,1,1,15,20,0,0
1383839,212956,2015-05-12 15:44:33.174,1,2,2,1,15,20,1,0
138131,212006,2015-05-12 15:45:13.180,1,1,1,1,15,20,1,16
80604,88806,2015-05-12 15:49:28.290,1,1,1,1,15,20,1,0
227091,282298,2015-05-12 15:52:31.186,1,2,2,1,15,20,1,5
48896,318333,2015-05-12 15:53:12.727,1,1,1,1,15,20,1,0
1052403,190534,2015-05-12 15:59:51.451,1,1,1,1,15,20,0,0
1052403,151385,2015-05-12 15:59:51.467,1,1,1,1,15,20,1,1
1052403,175660,2015-05-12 15:59:51.515,1,1,1,1,15,20,0,2
1052403,17419,2015-05-12 15:59:51.671,1,1,1,1,15,20,1,3
1052403,165348,2015-05-12 15:59:52.093,1,1,1,1,15,20,0,4
1052403,165348,2015-05-12 15:59:52.093,0,1,1,1,15,20,0,4
1052403,94121,2015-05-12 15:59:52.265,1,1,1,1,15,20,0,5
1052403,343377,2015-05-12 15:59:52.265,1,1,1,1,15,20,0,5
1052403,430200,2015-05-12 15:59:52.327,1,1,1,1,15,20,0,7
64704,93763,2015-05-12 16:05:01.004,0,1,1,1,16,20,0,0
187404,443474,2015-05-12 16:06:04.335,1,1,1,1,16,20,0,0
512833,37029,2015-05-12 16:07:16.653,1,1,1,1,16,20,1,0
1104878,342775,2015-05-12 16:07:35.457,1,1,1,1,16,20,1,1
1035814,49384,2015-05-12 16:08:34.172,1,1,1,1,16,20,1,10
382805,6326,2015-05-12 16:11:41.460,0,1,1,1,16,20,0,0
1002536,389172,2015-05-12 16:17:51.710,0,1,1,1,16,20,0,0
76757,43830,2015-05-12 16:19:30.843,1,1,1,1,16,20,1,21
373477,239583,2015-05-12 16:19:48.884,0,1,1,1,16,20,0,0
853218,170403,2015-05-12 16:24:16.945,1,3,3,1,16,20,0,0
997282,114840,2015-05-12 16:27:01.766,1,1,1,1,16,20,1,0
997282,423318,2015-05-12 16:27:01.797,1,1,1,1,16,20,0,1
389532,441050,2015-05-12 16:36:51.770,1,1,1,1,16,20,1,9
389532,171719,2015-05-12 16:36:51.770,1,1,1,1,16,20,1,9
1035814,321905,2015-05-12 16:39:03.815,1,1,1,1,16,20,1,11
671240,333007,2015-05-12 16:47:58.884,0,2,2,1,16,20,0,0
805787,33241,2015-05-12 16:55:19.792,1,1,1,1,16,20,1,0
1035814,191973,2015-05-12 16:56:45.892,1,1,1,1,16,20,0,12
1288706,72027,2015-05-12 16:57:19.174,1,1,1,1,16,20,1,0
209832,463886,2015-05-12 17:01:55.204,0,1,1,1,17,20,0,0
8914,214332,2015-05-12 17:14:09.726,1,1,1,1,17,20,0,0
1079760,344071,2015-05-12 17:17:59.805,1,1,1,1,17,20,1,0
899598,381832,2015-05-12 17:32:19.814,0,1,1,1,17,20,0,0
389030,315545,2015-05-12 17:33:43.937,1,1,1,1,17,20,1,0
1035009,384087,2015-05-12 17:36:28.498,1,1,1,1,17,20,1,0
573466,252824,2015-05-12 17:39:40.977,0,1,1,1,17,20,0,0
1035009,384087,2015-05-12 17:39:54.200,1,1,1,1,17,20,1,1
473366,379520,2015-05-12 17:41:32.689,1,1,1,1,17,20,1,0
405513,55328,2015-05-12 17:42:28.139,0,1,1,1,17,20,0,0
723092,8641,2015-05-12 17:43:09.044,1,2,1,1,17,20,0,0
723092,38437,2015-05-12 17:43:09.091,1,2,2,1,17,20,1,1
255879,427953,2015-05-12 17:48:33.308,0,1,1,1,17,20,0,0
573466,56577,2015-05-12 17:51:18.328,1,1,1,1,17,20,0,0
573466,137974,2015-05-12 17:51:18.390,1,1,1,1,17,20,0,1
791204,178123,2015-05-12 17:52:16.337,1,1,1,1,17,20,1,0
918325,220848,2015-05-12 17:52:37.849,0,1,1,1,17,20,0,0
831213,366213,2015-05-12 17:53:51.883,1,1,1,1,17,20,1,0
1156296,84871,2015-05-12 17:54:25.604,0,1,1,1,17,20,0,0
573466,56577,2015-05-12 17:55:41.869,1,1,1,1,17,20,1,2
573466,137974,2015-05-12 17:55:41.869,1,1,1,1,17,20,1,2
170866,202920,2015-05-12 17:56:50.961,0,1,1,1,17,20,0,0
664374,439287,2015-05-12 17:57:39.787,0,1,1,1,17,20,0,0
312476,365782,2015-05-12 17:58:02.130,0,1,1,1,17,20,0,0
259405,398579,2015-05-12 17:58:49.406,0,2,2,1,17,20,0,0
972698,79714,2015-05-12 18:00:42.469,1,1,1,1,18,20,1,0
51595,116675,2015-05-12 18:01:18.973,1,1,1,1,18,20,1,0
51595,410122,2015-05-12 18:01:18.973,1,1,1,1,18,20,1,0
1134975,394518,2015-05-12 18:02:03.760,1,1,1,1,18,20,1,2
767480,173985,2015-05-12 18:02:56.257,1,1,1,1,18,20,1,0
1077175,289915,2015-05-12 18:07:43.424,0,1,1,1,18,20,0,0
1023090,332913,2015-05-12 18:10:06.634,1,1,1,1,18,20,0,0
874668,320181,2015-05-12 18:11:49.756,1,1,1,1,18,20,0,0
572958,137116,2015-05-12 18:11:58.081,0,1,1,1,18,20,0,0
458337,230834,2015-05-12 18:13:49.498,1,1,1,1,18,20,1,0
458337,331725,2015-05-12 18:13:49.498,1,1,1,1,18,20,1,0
474580,104257,2015-05-12 18:21:13.681,0,1,1,1,18,20,0,0
1141386,202563,2015-05-12 18:26:07.949,0,1,1,1,18,20,0,0
1020965,262902,2015-05-12 18:27:32.465,1,1,1,1,18,20,1,0
1252718,71425,2015-05-12 18:29:45.265,0,1,1,1,18,20,0,0
910288,463764,2015-05-12 18:31:25.687,0,1,1,1,18,20,0,0
34500,197621,2015-05-12 18:32:41.095,0,1,1,1,18,20,0,0
910288,446714,2015-05-12 18:34:50.417,0,1,1,1,18,20,0,0
394277,172894,2015-05-12 18:37:19.105,0,1,1,1,18,20,0,0
137780,93101,2015-05-12 18:38:44.868,0,1,1,1,18,20,0,0
227091,23762,2015-05-12 18:39:46.641,1,1,1,1,18,20,0,6
1035814,320835,2015-05-12 18:50:19.167,1,1,1,1,18,20,1,13
227091,203728,2015-05-12 18:50:30.809,1,1,1,1,18,20,1,7
884311,101279,2015-05-12 18:50:52.982,0,1,1,1,18,20,0,0
1071234,347014,2015-05-12 18:52:49.928,1,1,1,1,18,20,1,0
1121212,198996,2015-05-12 18:53:02.529,0,1,1,1,18,20,0,0
879019,213807,2015-05-12 18:57:42.744,1,1,1,1,18,20,1,0
879019,340329,2015-05-12 18:57:42.754,1,1,1,1,18,20,1,1
705439,338960,2015-05-12 19:02:48.722,1,1,1,1,19,20,1,0
1108795,156636,2015-05-12 19:03:02.557,1,1,1,1,19,20,1,0
705439,338960,2015-05-12 19:04:52.889,1,1,1,1,19,20,1,1
603600,386794,2015-05-12 19:05:27.228,0,1,1,1,19,20,0,0
40134,433831,2015-05-12 19:09:14.180,0,2,2,1,19,20,0,0
227091,406601,2015-05-12 19:15:01.403,1,1,1,1,19,20,1,8
216160,27127,2015-05-12 19:15:06.497,1,1,1,1,19,20,1,0
1318154,274242,2015-05-12 19:17:16.228,1,1,1,1,19,20,0,0
218803,147760,2015-05-12 19:24:23.863,0,1,1,1,19,20,0,0
823164,430263,2015-05-12 19:27:01.794,0,1,1,1,19,20,0,0
170013,91660,2015-05-12 19:29:52.273,0,1,1,1,19,20,0,0
889801,173680,2015-05-12 19:34:32.260,1,1,1,1,19,20,1,0
1047384,113685,2015-05-12 19:41:41.146,1,2,1,1,19,20,1,0
674472,213568,2015-05-12 19:41:41.873,0,1,1,1,19,20,0,0
1315102,409804,2015-05-12 19:42:29.415,1,1,1,1,19,20,0,0
453941,99674,2015-05-12 19:42:37.455,0,1,1,1,19,20,0,0
389532,224169,2015-05-12 19:45:02.992,1,2,2,1,19,20,1,11
227091,142671,2015-05-12 19:48:39.158,1,1,1,1,19,20,1,9
523543,110151,2015-05-12 19:49:56.844,1,1,1,1,19,20,1,0
872005,210455,2015-05-12 19:53:55.685,1,1,1,1,19,20,1,0
1298514,374804,2015-05-12 19:54:09.937,1,1,1,1,19,20,1,0
130203,48743,2015-05-12 19:54:47.388,0,1,1,1,19,20,0,0
1378019,165267,2015-05-12 19:55:13.306,1,1,1,1,19,20,1,0
491908,150877,2015-05-12 19:57:55.039,1,1,1,1,19,20,1,0
491908,181315,2015-05-12 19:57:55.039,1,1,1,1,19,20,1,0
497935,4887,2015-05-12 20:06:08.793,1,1,1,1,20,20,0,0
497935,416187,2015-05-12 20:06:08.856,1,1,1,1,20,20,0,1
497935,63975,2015-05-12 20:06:08.874,1,1,1,1,20,20,1,2
497935,434273,2015-05-12 20:06:08.968,1,1,1,1,20,20,1,3
66482,303887,2015-05-12 20:08:20.430,0,1,1,1,20,20,0,0
73449,319512,2015-05-12 20:10:06.736,0,1,1,1,20,20,0,0
590511,213500,2015-05-12 20:11:45.198,0,2,2,1,20,20,0,0
1179262,372902,2015-05-12 20:12:14.215,1,1,1,1,20,20,1,0
438135,353941,2015-05-12 20:21:29.793,0,1,1,1,20,20,0,0
884086,308534,2015-05-12 20:21:30.949,0,1,1,1,20,20,0,0
445822,53540,2015-05-12 20:21:35.631,0,1,1,1,20,20,0,0
1056962,2548,2015-05-12 20:25:42.355,0,1,1,1,20,20,0,0
1135249,210132,2015-05-12 20:26:41.296,1,1,1,1,20,20,1,0
1135249,388004,2015-05-12 20:26:41.312,1,1,1,1,20,20,1,1
248015,438088,2015-05-12 20:33:03.549,0,1,1,1,20,20,0,0
761655,316472,2015-05-12 20:34:57.146,1,2,1,1,20,20,1,0
1065827,306482,2015-05-12 20:37:49.628,1,1,1,1,20,20,1,0
1086108,395497,2015-05-12 20:39:10.383,1,1,1,1,20,20,1,0
353585,387947,2015-05-12 20:39:51.839,0,1,1,1,20,20,0,0
493320,379520,2015-05-12 20:40:38.190,1,1,1,1,20,20,1,0
1395496,9594,2015-05-12 20:41:07.673,0,1,1,1,20,20,0,0
576512,41552,2015-05-12 20:42:36.501,0,1,1,1,20,20,0,0
616346,464661,2015-05-12 20:42:55.467,0,1,1,1,20,20,0,0
968944,419499,2015-05-12 20:42:58.340,0,1,1,1,20,20,0,0
227091,57772,2015-05-12 20:44:30.316,1,1,1,1,20,20,0,10
165712,365715,2015-05-12 20:54:59.731,0,1,1,1,20,20,0,0
1324606,371327,2015-05-12 20:56:25.201,1,1,1,1,20,20,1,0
761332,84160,2015-05-12 20:57:56.480,1,1,1,1,20,20,1,0
1217536,286647,2015-05-12 21:05:42.789,1,1,1,1,21,20,0,0
461094,96423,2015-05-12 21:08:36.202,0,1,1,1,21,20,0,1
779645,26477,2015-05-12 21:10:41.473,0,1,1,1,21,20,0,0
1117293,465811,2015-05-12 21:12:26.235,1,1,1,1,21,20,1,2
694830,397649,2015-05-12 21:12:38.903,0,1,1,1,21,20,0,0
340001,188069,2015-05-12 21:13:47.544,1,1,1,1,21,20,1,0
1127917,464919,2015-05-12 21:14:15.435,0,1,1,1,21,20,0,0
388255,186306,2015-05-12 21:17:08.600,1,1,1,1,21,20,1,0
883960,250279,2015-05-12 21:17:35.800,0,2,2,1,21,20,0,0
340001,188069,2015-05-12 21:17:51.262,1,1,1,1,21,20,1,1
389532,355325,2015-05-12 21:18:23.613,1,1,1,1,21,20,1,12
847348,83185,2015-05-12 21:20:08.150,0,1,1,1,21,20,0,0
198153,126674,2015-05-12 21:20:28.687,0,3,3,1,21,20,0,1
531661,446167,2015-05-12 21:21:32.090,0,1,1,1,21,20,0,0
76757,68708,2015-05-12 21:22:45.823,1,1,1,1,21,20,1,23
152693,191852,2015-05-12 21:23:33.722,1,2,2,1,21,20,1,0
152693,161613,2015-05-12 21:23:34.363,1,1,1,1,21,20,1,1
671487,13224,2015-05-12 21:26:01.407,0,1,1,1,21,20,0,0
386842,316472,2015-05-12 21:28:09.217,1,2,1,1,21,20,1,0
1041562,22145,2015-05-12 21:32:41.370,1,1,1,1,21,20,1,0
1178186,224614,2015-05-12 21:38:10.133,1,2,2,1,21,20,0,0
1258923,260794,2015-05-12 21:38:53.529,0,1,1,1,21,20,0,0
858524,124780,2015-05-12 21:40:57.518,1,1,1,1,21,20,1,0
